id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
33745538,Upscale Living In The Heart Of Vancouver,15077998,Mandi,,West End,49.2809,-123.12725,Entire home/apt,209,3,1,2019-05-02,1,2,173
33747120,"Executive 4 BR Parkhouse, - Near Bus & SkyTrain!",178528935,Robert,,Arbutus Ridge,49.24124,-123.14899,Entire home/apt,484,2,1,2019-05-04,1,1,167
33748785,Cabin like space - top floor Character home,49656766,Dani,,Kitsilano,49.26859,-123.16937,Private room,60,30,0,,,1,0
33752797,YALETOWN MARINASIDE CRESCENT NEIGHBOURHOOD HOME,199518544,Vancouver Home Sweet Home,,Downtown,49.27472,-123.11957,Entire home/apt,101,30,0,,,2,252
33755131,Room near skytrain ( Nanaimo Station),254454256,Monica,,Kensington-Cedar Cottage,49.24434,-123.05903,Private room,55,2,2,2019-05-06,2,1,263
33769120,D46 - 2 bedroom penthouse with gorgeous views!,30899,Rami,,Downtown,49.27309,-123.12132,Entire home/apt,158,30,0,,,32,322
33770572,Modern Executive Retreat - Central Vancouver,254571969,Sukhi,,Arbutus Ridge,49.24967,-123.16696,Entire home/apt,184,2,4,2019-05-07,4,1,299
33771120,Stay on the sea by the city (Downtown Vancouver),95369464,Victoria,,Downtown,49.27028,-123.12212,Entire home/apt,122,2,1,2019-05-10,1,1,44
33772587,D88 - Amazing 4 bedroom home,30899,Rami,,Arbutus Ridge,49.24691,-123.16522,Entire home/apt,432,30,0,,,32,365
33776192,Scorpio Palace#1(8th of 12 Zodiac Palace)2BR 2Bath,21239104,Pisces,,Kerrisdale,49.21981,-123.14226,Entire home/apt,219,1,2,2019-05-04,2,7,298
33780529,Warm Room in Grandiose Mansion close to Beach,114420186,Shanaia,,West Point Grey,49.27012,-123.21212,Private room,111,2,1,2019-04-12,0.94,2,158
33781839,Luxurious Suite In Yaletown Downtown Vancouver!,251454922,Tom,,Downtown,49.27555,-123.12209,Entire home/apt,140,1,0,,,4,41
33783662,Clean and spacious house,254347712,Mirasol,,Oakridge,49.22334,-123.1288,Private room,42,3,1,2019-05-01,1,2,55
33785763,Hidden Gem in East Vancouver Hot-Spot,26437448,Chiara,,Grandview-Woodland,49.27839,-123.07363,Private room,44,1,4,2019-05-06,4,1,40
33786053,Convenient/accessible to everything l,178767690,Levy,,Kensington-Cedar Cottage,49.23517,-123.08941,Private room,40,1,1,2019-05-10,1,3,315
33786510,Sectioned-off room in central downtown location,248380003,John,,Downtown Eastside,49.28328,-123.11271,Private room,99,1,0,,,3,163
33790389,A home high above Gastown!,16357702,Lido,,Downtown Eastside,49.2826,-123.10736,Entire home/apt,174,30,0,,,1,83
33799441,Best of Vancouver 2,3677595,Ben And Penny,,Downtown,49.27822,-123.10691,Private room,90,2,1,2019-04-21,1,2,278
33802116,Beautiful loft style 2 bedroom in trendy Chinatown,12949530,Lorie & Paul,,Downtown Eastside,49.27814,-123.09836,Entire home/apt,95,30,0,,,1,34
33803742,Rip Tide Guest House,8356665,J C,,Fairview,49.266,-123.11959,Entire home/apt,280,1,1,2019-04-30,1,1,6
33803910,Beautiful one bedroom apartment in Kitsilano,255218929,Simon,,Kitsilano,49.26543,-123.18372,Entire home/apt,95,2,3,2019-04-29,3,1,7
33804208,"2-bedrm suite, easy access to DT, YVR & Richmond",146948242,Wendy,,Marpole,49.2175,-123.14179,Entire home/apt,258,1,0,,,7,151
33805204,Vancouver Private Room with Semi-private bath#1,244144571,Pam,,Killarney,49.22267,-123.03474,Private room,60,1,0,,,6,19
33806897,"Suite on Granville, Downtown Vancouver+Parking",235353055,Steven,,Downtown,49.2778,-123.12709,Entire home/apt,301,6,1,2019-04-21,1,1,17
33808960,Beautiful 4 bedroom family home,255264017,Rose,,Victoria-Fraserview,49.20981,-123.06742,Entire home/apt,250,7,0,,,1,104
33810792,Master suite A in Kerrisdale(Vancouver West),40772079,Jennifer,,Kerrisdale,49.23368,-123.15079,Private room,168,2,3,2019-05-12,3,11,268
33811246,"Warm & lucky~1×room ,shorttime to UBC,DT ,AIRPORT",132356031,Yumin,,Kerrisdale,49.22966,-123.15937,Private room,85,1,0,,,3,111
33811678,Double beds with shared bathroom,212674897,Lily,,Oakridge,49.2227,-123.12868,Private room,168,1,3,2019-04-27,3,4,363
33812638,Charming 1BR with a balcony / Excellent Location!,226055815,Roman,,Downtown,49.27989,-123.12474,Entire home/apt,119,1,5,2019-05-05,5,1,104
33819282,Master suite B in Kerrisdale(Vancouver West),40772079,Jennifer,,Kerrisdale,49.232,-123.15282,Private room,168,2,2,2019-04-28,2,11,346
33821083,Master suite C in Kerrisdale(Vancouver West),40772079,Jennifer,,Kerrisdale,49.23237,-123.15084,Private room,160,2,4,2019-05-03,4,11,340
33824986,Modern 1 Bedroom Apartment in heart Downtown,255379506,Zunhe,,West End,49.27965,-123.12869,Entire home/apt,180,2,3,2019-05-02,3,2,150
33829760,Modern 740 sq. ft. 1 Bedroom Suite in Downtown,248260762,Colton,,Downtown,49.27912,-123.10768,Entire home/apt,250,1,1,2019-05-05,1,5,301
33830596,3-bedrooms high-end penthouse in central Vancouver,255425673,Faith,,Renfrew-Collingwood,49.23388,-123.02349,Entire home/apt,400,30,0,,,1,131
33830973,COZY LOFT IN CENTRAL GASTOWN,47220909,Riley,,Downtown Eastside,49.2839,-123.1024,Entire home/apt,118,1,3,2019-05-05,3,1,66
33833004,Modern style house; Aqui tu Casa moderna; 现代感别墅,149975030,Liyan,,Downtown Eastside,49.27933,-123.08909,Entire home/apt,280,1,0,,,1,73
33833413,"2 bdr, 1 kitchen and 1 living room Private Entry",244144571,Pam,,Killarney,49.22289,-123.0332,Entire home/apt,121,2,1,2019-05-10,1,6,155
33834895,✰ARIEL PLACE @ COLLINGWOOD - ENTIRE HOME✰,244815184,Jordan,,Renfrew-Collingwood,49.23828,-123.04777,Entire home/apt,209,2,5,2019-05-07,5,2,84
33835438,Private Room in the basement suite.,254347712,Mirasol,,Oakridge,49.22161,-123.12893,Private room,36,3,0,,,2,31
33837243,Vancouver mini house,189064428,Michelle,,Hastings-Sunrise,49.27702,-123.0344,Entire home/apt,158,1,0,,,1,90
33837762,"Simple, Cozy DT apartment",255493843,Christine,,West End,49.28707,-123.13425,Entire home/apt,140,4,0,,,1,29
33838917,SunShineHome,37109373,Susan,,Marpole,49.21122,-123.11674,Entire home/apt,188,2,1,2019-05-10,1,2,122
33839815,"温哥华整租4房3.5卫浴豪华独栋别墅 位置佳､环境好､交通方便,可住10人",244144571,Pam,,Killarney,49.22245,-123.03444,Entire home/apt,358,2,0,,,6,129
33852251,"Bright, Calming Retreat with Private Patio",63537424,George,,Downtown,49.27772,-123.12914,Entire home/apt,30,2,1,2019-05-04,1,1,95
33854429,2BR Spacious House walk to subway-city central,145631875,Louis,,Riley Park,49.2339,-123.1114,Entire home/apt,150,1,4,2019-05-05,4,1,147
33854703,Beautiful Downtown Apartment - Wrap Around Balcony,89618493,Sarah,,Downtown,49.27987,-123.12549,Entire home/apt,200,2,1,2019-05-10,1,1,4
33854740,Welcome to your second home :),46167499,Pejman,,Hastings-Sunrise,49.26901,-123.04335,Entire home/apt,178,1,2,2019-05-03,2,1,363
33856540,Basement Room @The 420Friendly Ganja Yoga Retreat!,10527114,David,,Mount Pleasant,49.26518,-123.11101,Private room,71,30,0,,,6,50
33856997,"#2Bed/1 Bath/Full kitchen ,5 min walk skytrin/mall",255652048,Donna,,Oakridge,49.23017,-123.11187,Entire home/apt,118,1,4,2019-05-10,4,1,7
33857248,Beautiful Home Commercial Drive / Hastings,19748213,Charlie,,Hastings-Sunrise,49.26886,-123.05373,Entire home/apt,95,2,4,2019-05-04,4,9,81
33857514,Stylish Central trendy Area Top Floor 1 Bedroom,26001012,James,,South Cambie,49.25212,-123.11924,Entire home/apt,119,3,1,2019-05-07,1,1,60
33859496,2 Bedroom Private Suite in Kitsilano,111814009,Kendra,,Kitsilano,49.26244,-123.17085,Entire home/apt,125,1,1,2019-05-06,1,1,40
33862322,Modern Spacious Stay in the Heart of Downtown!,255699531,Bruce,,West End,49.28653,-123.12756,Entire home/apt,499,2,4,2019-05-12,4,1,116
33863971,Your home away home! Spacious 2 bedroom suite.,255711233,Suki,,Hastings-Sunrise,49.2663,-123.0452,Entire home/apt,90,1,4,2019-05-07,4,1,185
33875095,"Bright, Beautiful, Downtown City Living",68584515,Shew,,West End,49.27925,-123.13016,Entire home/apt,50,2,0,,,1,104
33875099,Central Vancouver Apartment with a View!,49799548,Melissa,,Fairview,49.2629,-123.12891,Entire home/apt,180,2,0,,,1,111
33875737,Dream 3 Floor Penthouse in Downtown,255806731,Dana,,Downtown,49.27973,-123.11931,Entire home/apt,290,30,0,,,1,147
33876233,Cozy and Spacious 2 Bedroom - 15 Min from DT,24320639,Harman,,Kensington-Cedar Cottage,49.24392,-123.06478,Entire home/apt,95,1,1,2019-04-30,1,2,2
33876618,Clean and Quiet Apartment near the Beach,255814935,Jennifer,,Kitsilano,49.2657,-123.18481,Private room,75,1,3,2019-04-29,3,1,9
33879290,Mansion on Marine with Pond and Quiet near Airport,5268156,Sharon & Allan,,Marpole,49.21136,-123.1485,Entire home/apt,598,5,0,,,5,74
33879586,Entire house-5 bedrooms,253496393,Luyuan,,Marpole,49.21284,-123.1184,Entire home/apt,199,1,0,,,5,68
33879865,Top Floor View Suite at center location,236816861,John,,Hastings-Sunrise,49.2831,-123.03063,Entire home/apt,98,1,1,2019-04-28,1,1,189
33881023,Yaletown condo w/ parking - best location downtown,15223311,Jay,,Downtown,49.27716,-123.11632,Entire home/apt,125,30,0,,,1,286
33881986,"Anna House, Vancouver West Prime Location",255866156,Anna,,Marpole,49.21024,-123.14644,Private room,109,1,1,2019-05-01,1,2,11
33882791,Modern Condo + Parking In Downtown Vancouver!,238125493,Vin,,Downtown,49.27918,-123.10716,Entire home/apt,178,1,0,,,4,60
33885009,COMFY SUITE IN EAST VAN,255896919,Raymond,,Renfrew-Collingwood,49.23529,-123.05527,Entire home/apt,83,1,5,2019-05-11,5,1,92
33885031,"Cosy, Commercial Drive bedroom",11949961,Gordon,,Grandview-Woodland,49.26494,-123.06603,Private room,63,1,4,2019-05-08,4,1,254
33885157,Private Crystal room in the house,189726827,Xiao An,,Dunbar Southlands,49.25346,-123.18212,Private room,81,1,2,2019-04-24,2,5,110
33885640,温馨舒适套房,240887102,肇敏,,Oakridge,49.22369,-123.12166,Entire home/apt,90,2,0,,,2,292
33885995,A lovely small house - 3 Bedroom in Vancouver West,104258680,Joey,,Dunbar Southlands,49.2434,-123.17304,Entire home/apt,188,1,1,2019-05-12,1,1,253
33888977,Beautiful & Cozy LOFT@Heart of Downtown Vancouver,255925757,Jack,,Downtown,49.27853,-123.12077,Entire home/apt,199,2,0,,,1,66
33900665,"Bright&Comfort Suite, near Skytrain and Parks",82506160,Jennifer,,Riley Park,49.23581,-123.11052,Entire home/apt,239,2,0,,,2,39
33902880,Pandora Suite - Downtown in 5 min & Near Transit!,256019483,Jay,,Hastings-Sunrise,49.28542,-123.05525,Entire home/apt,244,2,2,2019-04-28,2,1,307
33907947,3 BED Modern Condo ft. English Bay Views & a/c!,74806205,Terry,,West End,49.28446,-123.12387,Entire home/apt,731,5,0,,,7,123
33911004,"4 bedroom cozy house in Vancouver, BC",256080027,Megan,,Hastings-Sunrise,49.27516,-123.04614,Entire home/apt,75,3,0,,,2,127
33913094,Modern Victoria Near Skytrain and Hip Cafes/Bars,6901817,Stephanie,,Grandview-Woodland,49.26376,-123.06724,Entire home/apt,250,3,0,,,1,37
33915752,Prime Location Spacious 3BD+2BA+Parking,256126661,Yorke,,Downtown,49.28032,-123.11856,Entire home/apt,785,4,0,,,1,100
33916510,Feel at home in this comfy 1BR suite,103508785,Curtis,,Sunset,49.22591,-123.08135,Entire home/apt,55,30,0,,,1,41
33934297,Downtown Vancouver - Sunset Beach,88191920,Jasmine,,West End,49.27736,-123.13485,Entire home/apt,200,30,0,,,1,362
33934323,Dunbar Guest House Room  5,256244581,Mike,,Dunbar Southlands,49.23429,-123.18422,Private room,68,1,2,2019-05-04,2,5,305
33934913,Dunbar Guest House Room 4,256244581,Mike,,Dunbar Southlands,49.23663,-123.18502,Private room,68,1,0,,,5,339
33935063,Larson's Landing Park House - Quick to Downtown,57580370,Greg And Catherine,,Sunset,49.23014,-123.08877,Entire home/apt,384,2,1,2019-05-06,1,1,149
33935848,Room in the center of the city,256257896,Ely,,Downtown,49.27773,-123.12256,Private room,74,1,8,2019-05-12,8,1,154
33937996,Modern 3Bed Designer Home Minutes from Downtown!,248260762,Colton,,Downtown Eastside,49.27747,-123.0878,Entire home/apt,600,2,6,2019-05-12,6,5,85
33940379,DunbarGuestHouse Room 3,256244581,Mike,,Dunbar Southlands,49.23583,-123.18368,Private room,68,1,1,2019-04-21,1,5,351
33940605,Dunbar Guest House Room 2,256244581,Mike,,Dunbar Southlands,49.23485,-123.18396,Private room,59,1,5,2019-05-08,5,5,158
33940796,Room 1  Master bedroom,256244581,Mike,,Dunbar Southlands,49.236,-123.18575,Private room,99,1,4,2019-05-13,4,5,355
33942309,Quiet  beautiful apartment  with a Sunset view,209242825,Blaz,,West End,49.27794,-123.13188,Entire home/apt,403,1,5,2019-05-11,5,2,28
33945029,Bright and Open 2 Bedroom Ground Level Suite,5888125,Jason,,Grandview-Woodland,49.27159,-123.05687,Entire home/apt,174,1,5,2019-05-06,5,1,49
33945282,Lovely & Clean house~1×room  located at Kerrisdale,132356031,Yumin,,Kerrisdale,49.22991,-123.16045,Private room,81,1,0,,,3,125
33948570,super convenient Vancouver touring home,241574903,Phuong,,Downtown Eastside,49.28005,-123.10566,Entire home/apt,102,5,0,,,1,42
33952825,Joyce station 1b1b suite No. 1,95631311,Wei,,Renfrew-Collingwood,49.23948,-123.038,Entire home/apt,118,1,0,,,2,340
33952895,Beautiful Heritage Suite Close to Downtown,256382017,Russ,,Kitsilano,49.26146,-123.14819,Entire home/apt,123,1,0,,,2,105
33962306,Cozy basement suit for a great price,256080027,Megan,,Hastings-Sunrise,49.28386,-123.02824,Entire home/apt,75,3,1,2019-05-03,1,2,66
33963579,New West Coast Style High End Home,118428099,Meike,,Hastings-Sunrise,49.28607,-123.01926,Entire home/apt,240,7,0,,,1,135
33965160,Family friendly place in the heart of it all!,224755319,Michal,,Downtown,49.28276,-123.11625,Entire home/apt,123,30,0,,,1,76
33966585,Modern 1200 sq. ft. two bedroom suite in Dunbar,256481525,Jerry,,Dunbar Southlands,49.23701,-123.18365,Entire home/apt,200,2,0,,,1,47
33968804,Sheeran Family House 3#西薇民宿(Licence # (Phone number hidden by Airbnb),107288439,Guohui,,Marpole,49.21482,-123.13243,Private room,35,1,6,2019-05-12,6,7,102
33968926,Central Van-West 20th and Cambie,69854297,Karli,,Riley Park,49.2516,-123.11153,Entire home/apt,209,2,0,,,1,289
33973467,"Private bedroom and bathroom,  heart of downtown.",209242825,Blaz,,Downtown,49.27931,-123.11093,Private room,74,2,6,2019-05-12,6,2,17
33973791,New reno furnished 3L hse walk to schools skytrain,183975156,Sarah,,Marpole,49.21448,-123.13022,Entire home/apt,212,180,0,,,4,346
33974537,Private Diamond Room in the New House,189726827,Xiao An,,Dunbar Southlands,49.25408,-123.18275,Entire home/apt,119,1,0,,,5,159
33974848,Private Emerald Room in the New House,189726827,Xiao An,,Dunbar Southlands,49.25282,-123.18095,Private room,90,1,0,,,5,99
33974997,3-Beds Inner Rooms for a family of 2-4 person,189726827,Xiao An,,Dunbar Southlands,49.25263,-123.18166,Entire home/apt,119,1,2,2019-05-09,2,5,98
33975074,#1 New condo near airport and downtown Vancouver,246873160,Li,,Marpole,49.21231,-123.11585,Entire home/apt,178,2,2,2019-05-10,2,1,100
33975905,"Panoramic Views of Stanley Park, Sea and Mountains",81989921,Steve,,Downtown,49.29418,-123.13607,Entire home/apt,275,3,0,,,6,354
33978269,#3 New condo near airport and downtown Vancouver,256572101,Kelly,,Marpole,49.21221,-123.11533,Entire home/apt,178,2,1,2019-05-06,1,1,78
33985960,Spacious Modern downtown 1 bedroom,255379506,Zunhe,,Downtown,49.27949,-123.12796,Entire home/apt,150,2,1,2019-05-03,1,2,129
33990487,Mt Pleasant Suite - Next to SkyTrain Station!,256471109,Monir,,South Cambie,49.24981,-123.11855,Entire home/apt,248,2,0,,,1,144
33992656,Private Master Bedroom on the Beach / Stanley Park,120561902,Dario,,West End,49.29036,-123.1413,Private room,99,31,0,,,1,90
33993393,The Lounge,8962386,Lindze,,Riley Park,49.24995,-123.1107,Private room,38,14,1,2019-05-09,1,4,23
33993839,MODERN 2 BEDROOM YALE TOWN FREE PARKING!!!!!,256671420,Thomas,,Downtown,49.27777,-123.12193,Entire home/apt,250,2,1,2019-04-26,1,1,172
33995980,New Luxury 3br 4bath Modern Townhouse,66495563,"Sunny, Amanda & Kristen",,Renfrew-Collingwood,49.23994,-123.05504,Entire home/apt,200,3,0,,,3,60
33997048,Stunning Southlands Home,30812904,Bronwen,,Kerrisdale,49.22846,-123.17824,Entire home/apt,2610,3,2,2019-05-09,2,2,109
33997420,Cozy Suite Minutes From Downtown & Gastown,252030705,Daniel,,Downtown Eastside,49.28179,-123.09001,Entire home/apt,90,2,5,2019-05-07,5,2,16
33998536,Sunset Parkhouse - Quiet Neighbourhood Near DT!,256713570,Milos,,Sunset,49.22127,-123.10421,Entire home/apt,348,2,1,2019-05-04,1,1,149
33998625,Downtown Central 2BD/2BA AWESOME VIEW!,256560654,June,,Downtown,49.27853,-123.10871,Entire home/apt,301,1,2,2019-05-07,2,1,155
33998896,Rainbowhome,37109373,Susan,,Marpole,49.21031,-123.11682,Entire home/apt,169,2,0,,,2,117
34001152,Downtown Center Coul Harbour+Amazing 2Bed2Bat+PRKG,256735262,Mike,,Downtown,49.28782,-123.123,Entire home/apt,499,1,1,2019-04-26,1,1,161
34001700,#5 New condo near airport and downtown Vancouver,256740486,Youbin,,Marpole,49.21029,-123.11588,Entire home/apt,400,2,0,,,1,118
34002345,"Mount Pleasant Condo, family-friendly",12731428,Sarah,,Mount Pleasant,49.26392,-123.09042,Entire home/apt,180,4,0,,,1,11
34002379,#2 New condo near airport and downtown Vancouver,91145082,Sun,,Marpole,49.21214,-123.11663,Entire home/apt,250,2,0,,,1,102
34006392,Paris in Vancouver,30301070,David,,Downtown,49.2742,-123.12018,Entire home/apt,349,1,0,,,3,63
34006609,#4 New condo near airport and downtown Vancouver,256772977,Jingyu,,Marpole,49.21025,-123.11694,Entire home/apt,250,2,1,2019-05-06,1,1,90
34011519,2659 花园景大床房带衣柜,223896599,David,,Arbutus Ridge,49.23986,-123.16603,Private room,43,3,2,2019-05-06,2,13,264
34012904,2659 双床房3人间公用卫生间,223896599,David,,Arbutus Ridge,49.24022,-123.16519,Private room,66,3,0,,,13,261
34015057,Breathtaking Views in the heart of DOWNTOWN/Arena,131313505,Ray,,Downtown,49.27739,-123.10936,Entire home/apt,185,2,1,2019-05-05,1,1,22
34016308,"2 bdr 1 private bath for 4 guests, good location",244144571,Pam,,Killarney,49.22059,-123.03315,Private room,127,2,1,2019-05-05,1,6,204
34017884,Sheeran Family House 1# 西薇民宿(License# (Phone number hidden by Airbnb),107288439,Guohui,,Oakridge,49.22778,-123.13217,Private room,50,1,7,2019-05-09,7,7,107
34018332,Sheeran Family House2#西薇民宿(License# (Phone number hidden by Airbnb),107288439,Guohui,,Oakridge,49.22847,-123.13131,Private room,50,1,6,2019-05-03,6,7,98
34019239,Modern 2 bedroom suite in the heart of Vancouver,20777865,Steven,,Kensington-Cedar Cottage,49.25427,-123.07755,Entire home/apt,165,1,2,2019-05-12,2,1,282
34019372,Funky Designer Loft - A Rare Find!,256864405,Ricky,,Downtown Eastside,49.28052,-123.10528,Entire home/apt,229,2,3,2019-05-11,3,1,336
34019658,"Bright,open heritage house attic, loft sanctuary",43883692,Antonia,,Downtown Eastside,49.28111,-123.09108,Private room,174,1,0,,,1,357
34024042,City Center downtown/Closest Hot spot/2bed2bath,256907738,Yuri,,West End,49.28227,-123.12528,Entire home/apt,499,1,0,,,1,155
34040511,Delicate loft Welcome travellers.,138251489,Weiting,,Downtown,49.27834,-123.12091,Entire home/apt,189,1,3,2019-05-10,3,1,88
34041202,"3bd & 2ba-Bright, Modern & Spacious Family Home",64353346,Johanna,,Kensington-Cedar Cottage,49.24903,-123.07961,Entire home/apt,429,7,0,,,1,25
34045168,Main Street Modern Industrial Loft,20978741,Riley,,Mount Pleasant,49.26754,-123.09864,Entire home/apt,196,2,0,,,1,294
34046451,Downtown Modern One Bedroom Apt next to Skytrain,121786906,Terry,,Downtown,49.2785,-123.10838,Entire home/apt,101,4,1,2019-05-09,1,3,85
34046774,Private house—Three bedrooms with one family room,187350566,Xuehua,,Hastings-Sunrise,49.27069,-123.05325,Private room,66,1,0,,,10,49
34057817,Perfectly Located Modern Yaletown 1  Bed A/C,18337026,Gigi,,Downtown,49.27813,-123.1208,Entire home/apt,150,1,2,2019-05-11,2,3,23
34061229,Cozy Character Fraserview 1 Bedroom Upper Level,43111252,Marie,,Victoria-Fraserview,49.23122,-123.06587,Entire home/apt,72,1,1,2019-05-02,1,1,266
34064043,Cozy Kensington Cedar 3 Bedroom On Upper Level,87630068,Luis,,Kensington-Cedar Cottage,49.24521,-123.06961,Entire home/apt,145,1,0,,,1,171
34069008,e-Queen bed with shared bathroom,212674897,Lily,,Oakridge,49.22538,-123.12708,Private room,148,1,0,,,4,168
34075697,Vancouver Private RM#3 near Queen Elizabeth Park,80616321,Wen,,Riley Park,49.236,-123.0979,Private room,68,5,1,2019-05-04,1,4,154
34085117,Great Place to Stay,2049529,Lila,,Sunset,49.21184,-123.09843,Entire home/apt,150,2,0,,,4,342
34088571,Hotel Suite Room in a Luxury Condo - DT Living,257409746,Adam,,Downtown,49.27863,-123.12015,Private room,501,1,0,,,1,7
34090921,CC的小窩民宿@溫西獨立出入1室1廳1廚1衛Total privacy&Separate entry,80721458,Cc,,Dunbar Southlands,49.24669,-123.17178,Entire home/apt,107,3,1,2019-05-03,1,1,52
34091301,Cozy urban convertible condo 10 min to downtown,47846629,Helen,,Marpole,49.21184,-123.11479,Entire home/apt,150,2,3,2019-05-06,3,1,112
34091763,Quiet and Private Room Located in Central Location,257431562,Peter,,Killarney,49.22928,-123.04088,Private room,50,2,1,2019-05-10,1,1,49
34092446,Bright & Spacious Commercial Drive 1 Bed Suite,16498238,Spencer,,Grandview-Woodland,49.26919,-123.06442,Entire home/apt,115,2,3,2019-05-04,3,1,2
34092650,Tidy & cozy 3 bedroom suite in central Vancouver,257441655,Van,,Kensington-Cedar Cottage,49.25846,-123.07584,Entire home/apt,150,1,2,2019-05-11,2,1,118
34093690,Warm and cozy in the Westend.,148882017,De,,West End,49.28795,-123.13362,Entire home/apt,95,30,0,,,1,58
34094595,Modern 2 Bd 2 Ba in Central Main St,257460213,Sidney,,Riley Park,49.24839,-123.09849,Entire home/apt,185,2,1,2019-05-05,1,1,146
34094963,Magnificent View City Center 2BR+2BA condo,257463910,Wayne,,Marpole,49.21101,-123.11614,Entire home/apt,150,2,4,2019-05-05,4,1,78
34095382,Downtown Vancouver condo 1bedroom!,186874111,Gorav,,Mount Pleasant,49.26243,-123.09042,Entire home/apt,85,2,6,2019-04-25,6,1,271
34095619,3 bedroom Beach Ave Townhouse with rooftop patio,13131678,Robert,,Downtown,49.27554,-123.13181,Entire home/apt,400,3,0,,,1,51
34096146,Spectacular Ocean Views/ 2 Bed with a Patio,257473583,Garik,,Downtown,49.27819,-123.10713,Entire home/apt,299,2,1,2019-05-06,1,1,224
34096497,New house; walking distance to bus and shopping,233403940,Khac Hung,,Victoria-Fraserview,49.22276,-123.05867,Entire home/apt,150,2,1,2019-05-06,1,2,33
34098568,Lovely 2 Bed+1 parking shared space near downtown,257493132,Iris,,Hastings-Sunrise,49.28059,-123.01796,Private room,75,2,0,,,1,25
34109372,Bright 1 bdrm with large shared bath,117119918,Kitty,,Kensington-Cedar Cottage,49.24103,-123.08817,Private room,36,30,0,,,5,286
34115831,Great Place to Stay Queen,2049529,Lila,,Sunset,49.21226,-123.09826,Private room,110,2,0,,,4,338
34115856,Luxury Duplex South Granville,130604962,Marcello,,Fairview,49.26072,-123.13312,Entire home/apt,301,30,0,,,1,335
34116720,Great Place to Stay double Bed E,2049529,Lila,,Sunset,49.21235,-123.09878,Private room,110,2,0,,,4,330
34118685,Great Place to Stay Double W,2049529,Lila,,Sunset,49.2116,-123.09737,Private room,110,2,0,,,4,345
34123104,New Luxury 3br 4bath Modern Townhome,66495563,"Sunny, Amanda & Kristen",,Renfrew-Collingwood,49.23713,-123.05382,Entire home/apt,200,3,0,,,3,22
34124968,Stunning upscale 5 bedroom holiday home,205096178,Alejandro,,Kerrisdale,49.21595,-123.15443,Entire home/apt,1500,2,1,2019-04-29,1,1,92
34126347,Lovely one bedroom suite by Pacific Spirit Park,257679453,Vivian,,Dunbar Southlands,49.2316,-123.1873,Entire home/apt,95,1,2,2019-05-02,2,1,155
34126590,Luxury 3br 4bath New Modern Townhouse,66495563,"Sunny, Amanda & Kristen",,Renfrew-Collingwood,49.23899,-123.05497,Entire home/apt,200,3,0,,,3,43
34127213,Modern 2 Floor Loft/ In The Heart of Downtown,257685834,Maximus,,Downtown,49.27884,-123.12227,Entire home/apt,250,2,3,2019-05-05,3,1,304
34127668,Well-appointed quiet modern 1 bedroom garden suite,100126387,Glen,,Sunset,49.22914,-123.08798,Entire home/apt,81,2,0,,,1,55
34129925,2 bedrooms with a private bathroom,146948242,Wendy,,Marpole,49.21623,-123.14138,Private room,200,1,0,,,7,164
34141344,The Gem of Commercial,104972003,Mark,,Kensington-Cedar Cottage,49.25232,-123.06877,Entire home/apt,130,2,0,,,1,123
34147959,Hip Urban Getaway in a Quiet Neighborhood,58165412,Jane,,Riley Park,49.24334,-123.09063,Entire home/apt,220,2,0,,,1,54
34153018,Prestige 2br2bath+DEN Downtown Vancouver with View,257857473,Summer,,Downtown,49.27906,-123.11936,Entire home/apt,389,2,0,,,1,92
34154410,Amazing Suite near Dunbar,33588698,J.J.,,Dunbar Southlands,49.24355,-123.17274,Entire home/apt,101,2,2,2019-05-11,2,1,48
34155215,Dream Home 1+3+4,257879766,Chunling,,Sunset,49.22118,-123.0854,Private room,225,1,3,2019-05-01,3,13,320
34160035,DIAMOND IN THE ROUGH SPA AMENITIES,257920336,Mia,,Downtown Eastside,49.28323,-123.1078,Entire home/apt,219,3,3,2019-05-10,3,1,68
34175215,"Amazing Yaletown, Modern Studio",156329415,Pratik,,Downtown,49.27473,-123.11804,Entire home/apt,111,30,0,,,1,41
34176766,heritage house with amazing views!,18298116,Sharon,,West Point Grey,49.26218,-123.19023,Entire home/apt,369,3,0,,,2,266
34176785,Bright Condo in Trendy Chinatown with Parking,4995004,Kaitlin,,Downtown Eastside,49.27875,-123.10063,Entire home/apt,170,3,2,2019-05-09,2,1,70
34178268,Waterfront Luxury Suite YALETOWN,242747231,Krystal,,Downtown,49.27492,-123.12225,Entire home/apt,275,10,1,2019-05-03,1,3,279
34178403,Master bedroom with ocean view in a modern apt,2947982,Roman,,West End,49.2845,-123.13076,Private room,101,1,4,2019-05-05,4,1,8
34178805,(E) Beautiful Womens Estate For Females & Families,183799604,Motherhouse,,Fairview,49.26361,-123.13883,Private room,70,1,1,2019-05-05,1,5,38
34179989,Amazing Views,66121955,Jake,,West End,49.28523,-123.12264,Entire home/apt,550,30,0,,,1,71
34180183,New York lifestyle  townhome,95217850,Mauricio,,Downtown,49.27884,-123.12705,Entire home/apt,250,30,0,,,14,89
34180296,spacious room- downtown,258060783,Duaa,,West End,49.29073,-123.13187,Private room,85,31,0,,,1,335
